,carat,cut,color,clarity,depth,table,price,x,y,z
354,1.0,Premium,E,I1,60.9,61.0,3584,6.41,6.37,3.89
355,0.43,Ideal,E,SI2,61.9,57.0,919,4.86,4.83,3.0
356,2.03,Premium,I,SI1,59.8,59.0,12844,8.29,8.24,4.94
357,1.03,Premium,E,SI2,62.0,59.0,4974,6.49,6.42,4.0
358,1.03,Premium,F,SI1,58.6,62.0,5087,6.65,6.6,3.88
359,0.31,Good,F,VVS2,63.6,55.0,846,4.33,4.29,2.74
360,0.31,Ideal,F,VS2,60.8,56.0,625,4.38,4.41,2.67
361,0.91,Very Good,G,VS2,64.0,56.6,4105,6.09,6.15,3.92
362,0.5,Ideal,G,VS2,62.5,57.0,1449,5.04,5.07,3.16
363,0.91,Ideal,E,SI2,61.1,58.0,3723,6.25,6.29,3.83
364,0.31,Premium,G,SI2,61.3,58.0,408,4.37,4.4,2.69
365,1.26,Ideal,I,SI2,59.6,57.0,4704,7.04,7.01,4.19
366,0.3,Ideal,F,VS1,61.0,56.0,731,4.37,4.35,2.66
367,0.3,Very Good,H,VS2,62.6,57.0,457,4.25,4.28,2.67
368,0.31,Ideal,E,VVS1,61.7,55.0,1105,4.38,4.4,2.71
369,0.31,Ideal,F,IF,62.2,54.0,914,4.37,4.41,2.73
370,1.12,Ideal,F,SI2,61.8,55.0,4140,6.69,6.66,4.13
371,0.59,Ideal,G,SI1,61.5,57.0,1437,5.36,5.4,3.31
372,1.18,Premium,G,VVS2,61.0,58.0,8025,6.84,6.79,4.16
373,0.31,Premium,F,VS2,63.0,57.0,749,4.33,4.27,2.71
374,0.7,Very Good,E,SI1,63.0,55.0,2537,5.61,5.66,3.55
375,1.01,Ideal,G,VVS1,61.7,57.0,7805,6.42,6.39,3.95
376,0.53,Ideal,D,SI2,62.9,54.0,1412,5.17,5.13,3.24
377,1.51,Premium,I,SI1,62.6,60.0,8794,7.34,7.27,4.57
378,0.42,Premium,E,VS1,59.5,59.0,1105,4.86,4.88,2.9
379,0.23,Very Good,E,VVS2,61.5,59.0,530,3.95,3.98,2.44
380,0.4,Ideal,I,VS2,62.3,54.0,667,4.74,4.77,2.96
381,0.74,Very Good,D,VS2,59.8,58.0,3476,5.9,5.94,3.54
382,0.7,Ideal,G,SI1,62.7,57.0,2352,5.69,5.64,3.55
383,1.23,Premium,G,VVS2,59.6,59.0,8810,6.95,6.98,4.15
384,1.0,Very Good,G,VS2,63.1,61.0,5806,6.38,6.33,4.01
385,1.24,Ideal,I,SI2,62.5,57.0,3312,6.89,6.84,4.29
386,0.41,Very Good,D,VS1,62.9,57.0,1151,4.73,4.75,2.98
387,1.01,Premium,D,SI1,61.7,62.0,5543,6.34,6.3,3.9
388,0.5,Ideal,F,SI1,60.1,56.0,1232,5.19,5.22,3.13
389,0.4,Very Good,D,SI2,63.1,57.0,798,4.75,4.72,2.99
390,1.22,Very Good,J,VS1,59.0,63.0,5056,7.05,7.02,4.15
391,0.9,Very Good,D,SI1,63.3,57.0,4304,6.12,6.07,3.86
392,1.0,Premium,H,VS2,60.7,60.0,4930,6.55,6.49,3.96
393,0.52,Ideal,E,VS2,61.3,57.0,1576,5.19,5.22,3.19
394,0.93,Good,F,SI2,59.4,61.0,3418,6.24,6.25,3.71
395,0.31,Ideal,D,VS2,62.1,54.0,734,4.35,4.41,2.72
396,1.06,Ideal,I,SI1,62.6,56.0,4646,6.46,6.54,4.07
397,0.42,Ideal,D,VS2,61.4,56.0,1031,4.8,4.84,2.96
398,0.55,Ideal,F,VS2,61.2,55.0,1580,5.28,5.3,3.24
399,0.9,Premium,F,SI2,61.6,58.0,3457,6.23,6.15,3.81
400,1.08,Premium,H,VS1,58.6,60.0,5818,6.84,6.78,3.99
401,0.54,Very Good,D,SI1,60.3,61.0,1650,5.26,5.29,3.18
402,0.7,Premium,G,VVS1,61.2,56.0,3105,5.75,5.68,3.5
403,1.09,Ideal,G,VS2,62.2,55.0,7961,6.61,6.65,4.13
404,0.4,Very Good,E,SI2,61.6,55.0,611,4.75,4.83,2.95
405,0.51,Ideal,G,VVS2,62.4,56.0,1916,5.1,5.13,3.19
406,0.91,Very Good,F,SI1,63.1,60.0,4188,6.13,6.17,3.88
407,1.5,Premium,G,VS2,60.5,59.0,13112,7.39,7.35,4.46
408,0.31,Ideal,G,VS1,62.1,55.0,802,4.36,4.33,2.7
409,0.65,Premium,E,SI2,61.4,59.0,1640,5.57,5.52,3.41
410,0.7,Fair,G,I1,62.5,59.0,1069,5.65,5.48,3.48
411,1.01,Very Good,H,SI1,63.4,58.0,4642,6.38,6.34,4.03
412,2.08,Premium,E,SI2,62.3,59.0,15873,8.22,8.16,5.1
413,0.53,Premium,G,SI1,61.3,58.0,1273,5.22,5.19,3.19
414,0.32,Ideal,I,IF,60.8,54.0,673,4.44,4.47,2.71
415,0.72,Ideal,J,SI1,61.9,54.0,1864,5.76,5.8,3.58
416,0.7,Very Good,I,SI1,62.2,55.0,2147,5.62,5.67,3.51
417,0.41,Premium,E,SI2,61.3,59.0,876,4.85,4.8,2.96
418,0.39,Good,E,VS2,63.1,56.0,830,4.63,4.69,2.94
419,0.51,Ideal,E,VVS1,61.3,56.0,3226,5.21,5.13,3.17
420,0.49,Premium,D,VVS2,58.8,60.0,1940,5.26,5.14,3.06
421,1.18,Ideal,H,SI1,61.5,57.0,6440,6.78,6.82,4.18
422,0.4,Ideal,J,IF,62.6,56.0,828,4.71,4.75,2.96
423,0.73,Ideal,E,VS2,62.2,59.0,3198,5.74,5.77,3.58
424,0.9,Very Good,D,SI1,64.2,55.0,4523,6.09,6.16,3.93
425,0.52,Ideal,G,VS2,62.0,55.0,1577,5.19,5.13,3.2
426,0.42,Premium,G,VVS1,60.2,59.0,1179,4.82,4.84,2.91
427,0.4,Very Good,I,VVS2,63.7,58.0,782,4.64,4.68,2.97
428,0.42,Very Good,G,SI1,63.2,57.0,945,4.79,4.77,3.02
429,0.34,Good,E,SI1,63.3,57.0,556,4.44,4.47,2.82
430,0.3,Very Good,D,VS2,62.9,59.0,710,4.22,4.27,2.67
431,0.72,Ideal,G,VS1,61.2,57.0,3478,5.76,5.79,3.53
432,1.02,Premium,G,VS2,62.5,58.0,6301,6.41,6.46,4.02
433,1.01,Premium,E,SI1,60.5,62.0,5226,6.5,6.46,3.92
434,0.7,Ideal,I,VVS2,61.6,56.5,2487,5.65,5.72,3.51
435,0.33,Very Good,H,IF,61.7,55.0,795,4.45,4.48,2.75
436,0.9,Very Good,H,VVS2,59.9,61.0,4637,6.29,6.19,3.74
437,1.56,Ideal,I,SI1,62.5,54.0,9788,7.45,7.37,4.63
438,0.74,Very Good,H,VS1,61.9,59.1,2709,5.74,5.77,3.56
439,0.38,Ideal,H,VVS2,61.4,57.0,1069,4.65,4.63,2.85
440,0.71,Ideal,E,VVS2,61.2,57.0,4030,5.73,5.8,3.53
441,1.55,Ideal,G,SI2,60.7,55.0,9530,7.54,7.51,4.57
442,1.1,Premium,H,SI2,58.9,57.0,4497,6.86,6.82,4.03
443,0.36,Ideal,D,SI1,59.5,56.0,663,4.63,4.68,2.77
444,1.06,Very Good,H,SI2,62.8,57.0,4372,6.49,6.57,4.1
445,0.35,Ideal,F,VS2,62.2,55.0,906,4.53,4.48,2.8
446,0.31,Premium,E,VS2,60.0,59.0,680,4.35,4.39,2.62
447,0.55,Very Good,G,SI1,60.7,56.0,1141,5.32,5.38,3.25
448,0.33,Ideal,G,VVS2,62.3,56.0,713,4.43,4.47,2.77
449,0.71,Premium,D,VS2,62.7,58.0,2683,5.67,5.53,3.54
450,1.01,Good,F,VS1,63.3,60.0,6999,6.32,6.35,4.01
451,2.27,Premium,J,VS1,62.4,58.0,17149,8.41,8.36,5.23
452,0.42,Ideal,F,VVS1,62.0,55.0,1233,4.8,4.84,2.99
453,1.0,Very Good,F,SI1,61.0,60.0,5804,6.38,6.43,3.91
454,0.35,Very Good,D,VVS2,60.0,56.0,1162,4.61,4.63,2.77
455,1.01,Fair,G,SI2,65.1,58.0,3461,6.29,6.21,4.07
456,1.23,Ideal,F,VS1,62.5,54.0,9836,6.85,6.82,4.27
457,0.52,Very Good,H,SI1,61.3,60.0,1071,5.15,5.23,3.18
458,0.38,Very Good,G,SI1,57.5,60.0,599,4.83,4.88,2.79
459,1.0,Very Good,G,VS2,62.7,58.0,5544,6.34,6.42,4.0
460,1.0,Premium,G,VS1,62.3,58.0,6290,6.39,6.3,3.95
461,0.91,Very Good,D,SI2,62.0,62.0,3463,6.16,6.25,3.85
462,0.43,Ideal,I,IF,62.0,55.0,1129,4.85,4.83,3.0
463,0.41,Premium,D,VVS1,62.2,58.0,1349,4.71,4.77,2.95
464,0.74,Very Good,E,SI2,63.1,57.0,2617,5.8,5.76,3.65
465,1.0,Very Good,H,SI2,59.1,62.0,3575,6.47,6.5,3.83
466,0.7,Good,G,SI1,63.5,61.0,2074,5.61,5.64,3.57
467,1.04,Very Good,H,VS1,61.2,55.0,6141,6.54,6.56,4.01
468,0.82,Ideal,E,SI1,61.8,58.0,3622,5.99,6.05,3.72
469,1.7,Very Good,E,SI2,63.3,57.0,12030,7.59,7.51,4.78
470,0.9,Good,E,SI1,63.8,56.0,3510,6.09,6.17,3.91
471,0.33,Premium,D,SI1,60.1,59.0,780,4.49,4.46,2.69
472,0.71,Ideal,E,VS2,61.6,56.0,3381,5.71,5.75,3.53
473,0.55,Ideal,E,SI1,61.7,57.0,1668,5.27,5.23,3.24
474,0.39,Ideal,E,VS2,61.4,55.0,734,4.76,4.81,2.94
475,0.34,Ideal,E,VVS1,61.6,55.0,1030,4.5,4.52,2.78
476,0.41,Ideal,G,VS1,61.9,57.0,961,4.81,4.76,2.96
477,0.43,Ideal,F,VS1,61.9,56.0,774,4.84,4.85,3.0
478,0.7,Ideal,H,VVS2,62.2,55.0,3235,5.71,5.76,3.57
479,0.33,Ideal,I,IF,61.7,55.0,675,4.45,4.49,2.76
480,0.73,Ideal,E,VS1,61.7,57.0,3758,5.77,5.8,3.57
481,1.02,Premium,I,SI2,62.0,59.0,3856,6.45,6.42,3.99
482,0.27,Ideal,D,VS2,60.2,57.0,470,4.19,4.21,2.53
483,1.06,Ideal,H,SI1,62.2,57.0,5143,6.56,6.49,4.06
484,0.72,Ideal,H,IF,61.4,56.0,3257,5.76,5.8,3.55
485,0.46,Fair,D,VS1,67.3,61.0,1166,4.81,4.71,3.21
486,0.71,Premium,I,VS2,62.8,59.0,2300,5.67,5.64,3.55
487,2.07,Ideal,I,VS2,60.3,59.0,17045,8.23,8.28,4.98
488,1.48,Ideal,E,SI2,62.1,57.0,8818,7.35,7.28,4.54
489,0.31,Ideal,H,VS1,62.6,55.0,698,4.35,4.31,2.71
490,1.7,Very Good,I,SI1,63.1,57.0,10341,7.51,7.46,4.72
491,0.76,Very Good,E,VS1,62.1,58.0,3415,5.84,5.89,3.64
492,1.03,Premium,H,VS1,62.0,59.0,5523,6.45,6.48,4.01
493,1.01,Premium,I,SI2,59.4,57.0,3971,6.59,6.57,3.91
494,0.33,Very Good,G,VVS2,61.9,56.0,692,4.46,4.49,2.77
495,1.01,Premium,G,SI1,62.1,56.0,4805,6.42,6.36,3.97
496,0.29,Very Good,G,VVS2,61.9,56.0,541,4.27,4.3,2.65
497,0.31,Ideal,E,VS2,61.4,54.0,872,4.41,4.38,2.7
498,1.24,Ideal,H,SI1,61.3,57.0,6254,6.95,6.89,4.24
499,0.96,Premium,I,SI1,61.3,58.0,2866,6.39,6.3,3.89
500,0.47,Ideal,G,IF,62.1,54.0,1814,4.99,5.02,3.11
501,0.53,Premium,F,SI1,62.0,59.0,1428,5.23,5.16,3.22
502,0.3,Ideal,E,VS2,62.3,56.0,844,4.34,4.3,2.69
503,2.1,Ideal,I,SI1,61.6,57.0,12168,8.24,8.15,5.05
504,0.5,Ideal,F,IF,61.2,57.0,2419,5.11,5.15,3.14
505,0.41,Premium,F,SI1,61.0,60.0,969,4.81,4.77,2.92
506,0.52,Premium,E,VVS2,60.1,59.0,2467,5.27,5.22,3.15
507,0.34,Very Good,E,SI1,62.9,55.0,596,4.47,4.5,2.82
508,1.2,Ideal,I,SI1,62.4,57.0,5535,6.75,6.8,4.23
509,0.41,Ideal,E,VS2,61.8,56.0,999,4.78,4.74,2.94
510,1.26,Premium,G,VS2,60.1,61.0,8113,7.04,6.97,4.21
511,1.62,Ideal,I,VS2,62.1,55.0,10501,7.53,7.58,4.69
512,1.0,Very Good,F,VVS1,62.5,57.0,9201,6.31,6.36,3.96
513,0.51,Ideal,E,SI1,61.7,57.0,1402,5.15,5.12,3.17
514,0.53,Ideal,G,VS1,62.6,54.0,1721,5.16,5.19,3.24
515,1.25,Premium,G,SI2,61.1,58.0,4340,6.96,6.91,4.24
516,0.44,Ideal,G,VVS2,61.8,56.0,1081,4.9,4.94,3.04
517,0.74,Ideal,G,VVS1,62.1,56.0,3388,5.78,5.82,3.6
518,1.71,Very Good,E,SI1,63.4,56.0,13970,7.58,7.5,4.78
519,1.02,Ideal,G,VS2,62.0,57.0,5816,6.38,6.46,3.98
520,0.37,Ideal,E,SI1,62.7,54.0,833,4.6,4.55,2.87
521,1.51,Premium,G,VS1,62.4,60.0,12948,7.34,7.3,4.57
522,0.41,Good,D,SI1,63.8,56.0,947,4.72,4.68,3.0
523,0.41,Ideal,J,VS2,62.2,54.0,613,4.76,4.79,2.97
524,1.06,Very Good,H,SI1,59.3,59.0,5664,6.66,6.7,3.96
525,0.25,Premium,E,VVS1,62.9,59.0,740,4.02,3.99,2.52
526,0.4,Good,E,SI2,64.2,57.0,617,4.68,4.7,3.01
527,0.91,Very Good,D,VS2,59.6,58.0,5825,6.32,6.34,3.77
528,1.02,Very Good,J,SI2,63.4,56.0,3599,6.42,6.36,4.05
529,1.11,Very Good,H,SI1,62.0,55.0,4871,6.61,6.68,4.12
530,1.21,Premium,F,VS1,61.6,58.0,8196,6.88,6.82,4.22
531,0.7,Good,E,VS1,58.7,60.0,3148,5.79,5.83,3.41
532,0.7,Premium,D,SI2,59.3,59.0,2562,5.79,5.74,3.42
533,1.18,Premium,G,VVS2,59.7,58.0,9537,6.94,6.9,4.13
534,1.23,Ideal,G,VVS2,60.3,57.0,10304,6.98,6.97,4.21
535,0.57,Ideal,D,VS2,62.1,56.0,1864,5.29,5.34,3.3
536,0.41,Ideal,E,SI2,59.8,55.0,876,4.93,4.81,2.91
537,2.01,Premium,I,VS1,62.9,62.0,17068,8.02,7.98,5.03
538,1.21,Very Good,J,VS2,60.9,58.0,4816,6.86,6.91,4.19
539,1.5,Ideal,F,SI1,62.0,60.0,12466,7.32,7.29,4.53
540,0.77,Ideal,I,SI2,61.6,57.0,2425,5.87,5.92,3.63
541,0.52,Ideal,G,VVS2,62.1,57.0,2012,5.17,5.13,3.2
542,1.3,Premium,H,VS2,62.4,58.0,7536,6.92,6.95,4.33
543,1.0,Ideal,H,VVS1,61.5,59.0,6535,6.37,6.41,3.93
544,1.08,Ideal,F,SI1,62.9,57.0,5106,6.54,6.53,4.11
545,0.32,Ideal,G,VVS1,62.0,57.0,1080,4.42,4.38,2.73
546,1.1,Premium,H,SI2,62.6,57.0,4558,6.6,6.56,4.12
547,0.28,Very Good,H,SI1,61.5,56.0,360,4.21,4.24,2.6
548,1.14,Ideal,F,VVS1,62.2,56.0,11844,6.69,6.67,4.16
549,1.0,Premium,E,VS1,61.1,60.0,7588,6.43,6.41,3.92
550,1.49,Very Good,G,SI2,62.5,58.0,7773,7.2,7.26,4.52
551,0.56,Ideal,D,SI1,61.9,55.0,1677,5.29,5.31,3.28
552,0.31,Premium,E,VS1,60.0,59.0,942,4.42,4.38,2.64
553,1.09,Premium,H,SI1,61.8,58.0,4871,6.63,6.58,4.08
554,0.35,Very Good,G,VVS2,62.4,56.0,798,4.47,4.53,2.81
555,0.32,Ideal,G,VVS2,62.6,57.0,730,4.34,4.38,2.73
556,0.73,Fair,G,VS2,60.1,65.0,2401,5.91,5.81,3.52
557,0.32,Premium,F,VS2,60.7,58.0,645,4.41,4.45,2.69
558,0.91,Premium,E,SI1,60.5,61.0,4138,6.23,6.19,3.76
559,0.78,Good,F,VS1,64.0,54.0,3163,5.86,5.82,3.74
560,0.37,Premium,E,VVS2,60.9,59.0,1082,4.65,4.61,2.82
561,1.17,Premium,F,SI2,59.6,60.0,4324,6.88,6.85,4.09
562,0.31,Ideal,G,VVS2,62.2,54.0,687,4.35,4.39,2.72
563,0.78,Premium,D,SI1,60.4,57.0,3019,6.02,5.97,3.62
564,0.77,Good,E,SI2,58.1,63.0,2371,6.02,6.06,3.5
565,0.41,Ideal,G,IF,62.1,57.0,1336,4.77,4.76,2.96
566,0.43,Ideal,G,VVS1,61.8,55.0,1183,4.87,4.9,3.02
567,0.24,Very Good,F,VVS1,61.7,56.0,485,3.98,4.0,2.46
568,0.73,Ideal,F,VVS1,61.1,56.0,4171,5.83,5.86,3.57
569,0.57,Very Good,D,VVS1,60.4,57.0,2945,5.39,5.44,3.27
570,0.55,Very Good,G,VS1,62.0,57.0,1786,5.25,5.3,3.27
571,1.11,Very Good,F,VS1,60.7,55.0,8528,6.69,6.71,4.07
572,1.5,Premium,G,SI1,60.2,61.0,10219,7.28,7.2,4.36
573,1.18,Premium,J,SI2,61.3,60.0,4274,6.83,6.78,4.17
574,0.63,Ideal,D,IF,62.5,55.0,6549,5.47,5.5,3.43
575,0.31,Very Good,G,SI1,63.2,54.0,593,4.33,4.31,2.73
576,0.42,Ideal,G,VVS2,61.7,56.0,1571,4.84,4.88,3.0
577,1.03,Ideal,F,SI2,61.9,56.0,3749,6.53,6.49,4.03
578,0.6,Ideal,E,SI1,61.3,56.0,1890,5.49,5.44,3.35
579,0.32,Ideal,H,IF,61.6,54.0,814,4.41,4.49,2.74
580,1.16,Premium,H,SI2,62.6,57.0,4979,6.75,6.67,4.2
581,1.14,Ideal,H,SI1,62.3,56.0,5501,6.72,6.69,4.18
582,0.4,Very Good,D,VS2,62.4,60.0,845,4.66,4.67,2.91
583,1.26,Premium,J,VS2,62.1,58.0,5015,6.9,6.95,4.3
584,1.11,Premium,H,SI2,59.3,59.0,3854,6.8,6.76,4.02
585,0.51,Very Good,E,SI1,60.8,55.0,1318,5.17,5.2,3.15
586,0.57,Ideal,E,SI1,61.8,57.0,1728,5.33,5.28,3.28
587,0.3,Premium,G,VS2,61.9,58.0,526,4.3,4.33,2.67
588,0.3,Premium,H,IF,60.4,60.0,1013,4.34,4.3,2.61
589,0.36,Ideal,D,SI1,62.7,57.0,663,4.54,4.59,2.86
590,1.52,Premium,H,SI1,62.5,58.0,10330,7.34,7.28,4.57
591,1.0,Very Good,E,SI1,59.6,60.0,5351,6.43,6.48,3.85
592,0.91,Premium,E,VS2,62.3,58.0,5055,6.21,6.15,3.85
593,0.51,Ideal,H,VS1,62.7,54.0,1438,5.12,5.15,3.22
594,1.31,Premium,H,SI2,61.4,60.0,6236,7.04,7.0,4.31
595,0.3,Ideal,F,VS2,61.6,57.0,605,4.28,4.32,2.65
596,0.4,Very Good,E,SI2,62.1,60.0,644,4.65,4.69,2.9
597,0.4,Very Good,E,SI1,60.8,62.0,687,4.72,4.76,2.88
598,2.04,Premium,J,VS2,60.9,59.0,11209,8.25,8.21,5.01
599,0.49,Ideal,G,VS2,61.1,57.0,1246,5.12,5.09,3.12
600,0.52,Ideal,E,SI1,61.6,55.0,1577,5.19,5.16,3.19
601,0.33,Ideal,F,VVS1,61.1,56.0,893,4.45,4.48,2.73
602,0.31,Ideal,F,VS1,60.6,56.0,680,4.39,4.42,2.67
603,1.0,Premium,H,VVS1,62.3,60.0,6132,6.36,6.28,3.94
604,0.36,Premium,H,VS2,60.9,59.0,729,4.62,4.58,2.8
605,0.7,Very Good,D,SI1,62.6,57.0,2726,5.67,5.7,3.56
606,1.01,Premium,F,VS2,61.3,61.0,6271,6.38,6.34,3.9
607,1.07,Ideal,G,VS2,62.3,57.0,6558,6.58,6.54,4.09
608,1.55,Premium,H,SI2,58.0,60.0,6458,7.61,7.58,4.41
609,1.05,Very Good,G,VS2,62.8,57.0,6486,6.45,6.49,4.06
610,0.51,Ideal,D,SI1,62.9,55.0,1346,5.07,5.11,3.2
611,0.3,Ideal,E,VS2,61.3,57.0,621,4.3,4.34,2.65
612,0.44,Ideal,E,VVS2,61.9,56.0,1274,4.88,4.91,3.03
613,0.43,Ideal,D,SI2,61.0,57.0,716,4.81,4.86,2.95
614,0.33,Very Good,G,VS2,62.1,56.0,579,4.41,4.44,2.75
615,0.9,Premium,H,VS2,60.4,59.0,4321,6.24,6.27,3.78
616,0.52,Premium,H,SI2,60.9,61.0,975,5.15,5.1,3.12
617,0.41,Ideal,G,VS2,62.5,56.0,1061,4.75,4.72,2.96
618,1.2,Ideal,G,SI1,62.7,56.0,7372,6.78,6.83,4.27
619,0.57,Very Good,D,SI2,62.9,57.0,1413,5.26,5.3,3.32
620,0.7,Ideal,D,VVS2,62.0,53.4,4369,5.69,5.72,3.54
621,0.38,Ideal,H,VVS2,62.1,53.9,832,4.64,4.69,2.9
622,1.08,Ideal,E,VVS2,62.5,57.0,10300,6.52,6.57,4.09
623,0.7,Ideal,D,VS1,61.7,57.0,3419,5.71,5.74,3.53
624,2.01,Good,F,I1,64.0,56.0,6686,7.93,7.91,5.07
625,1.03,Premium,E,VS2,61.2,59.0,7192,6.53,6.47,3.98
626,1.0,Very Good,F,SI2,61.6,61.0,4372,6.33,6.36,3.91
627,0.4,Premium,J,VS1,63.0,58.0,810,4.7,4.66,2.95
628,0.92,Ideal,F,SI2,61.5,53.0,4691,6.26,6.3,3.86
629,0.7,Very Good,F,SI1,62.3,57.0,2267,5.62,5.65,3.51
630,0.4,Good,E,SI2,63.2,57.0,666,4.66,4.68,2.95
631,0.4,Ideal,H,VVS2,62.2,56.0,1125,4.75,4.7,2.94
632,1.79,Good,G,SI2,57.8,59.0,9122,8.07,7.94,4.63
633,1.01,Premium,F,SI1,58.5,60.0,4989,6.6,6.57,3.85
634,0.32,Ideal,I,VS1,62.3,56.0,605,4.4,4.37,2.73
635,0.54,Ideal,G,IF,61.5,56.0,2177,5.28,5.25,3.24
636,1.07,Ideal,I,VS2,61.1,57.0,4319,6.66,6.6,4.05
637,0.34,Ideal,E,SI2,62.4,57.0,477,4.47,4.5,2.8
638,0.7,Ideal,D,SI2,62.6,54.0,2936,5.69,5.72,3.57
639,0.92,Good,D,SI1,60.2,56.0,5259,6.28,6.32,3.79
640,2.0,Fair,H,SI2,65.3,55.0,10752,7.88,7.79,5.12
641,0.54,Premium,H,VVS2,60.6,60.0,1662,5.29,5.31,3.21
642,0.3,Very Good,E,SI1,62.7,60.0,526,4.24,4.28,2.67
643,0.43,Ideal,H,VVS2,61.3,56.0,1008,4.9,4.86,2.99
644,0.5,Premium,G,VVS2,60.7,57.0,1935,5.14,5.1,3.11
645,0.39,Premium,J,VS2,61.3,60.0,746,4.68,4.65,2.86
646,0.33,Premium,H,VS2,61.3,60.0,521,4.44,4.47,2.73
647,1.06,Very Good,G,SI2,61.0,57.0,4769,6.58,6.61,4.02
648,0.51,Ideal,G,VS1,60.2,56.0,1632,5.18,5.24,3.14
649,0.73,Premium,F,SI1,62.4,55.0,2346,5.78,5.71,3.59
650,0.69,Ideal,F,VVS1,61.6,56.0,3784,5.69,5.71,3.51
651,0.75,Very Good,H,VVS2,60.6,57.0,3002,5.86,5.89,3.56
652,0.43,Premium,F,VS1,62.5,58.0,1129,4.85,4.78,3.01
653,0.41,Premium,F,VS1,62.6,58.0,1007,4.74,4.75,2.97
654,0.52,Ideal,D,VS2,62.6,55.0,1919,5.14,5.12,3.21
655,0.5,Very Good,G,SI1,62.3,58.0,1153,5.06,5.08,3.16
656,0.24,Ideal,G,IF,60.8,58.0,559,4.01,4.05,2.44
657,0.32,Very Good,D,VVS1,61.9,54.0,983,4.42,4.46,2.75
658,0.77,Premium,E,SI2,58.2,60.0,2360,6.01,5.95,3.48
659,0.4,Ideal,D,SI1,59.6,57.0,990,4.82,4.77,2.86
660,0.51,Ideal,D,VS2,61.5,57.0,1787,5.11,5.14,3.15
661,0.7,Fair,E,SI2,64.4,58.0,1998,5.58,5.51,3.57
662,0.9,Good,G,SI1,63.7,60.0,3669,6.11,6.07,3.88
663,0.33,Very Good,E,VS2,62.8,56.0,627,4.4,4.42,2.77
664,0.3,Very Good,G,VVS1,60.6,61.0,789,4.33,4.35,2.63
665,0.33,Ideal,G,VVS1,62.3,55.0,868,4.43,4.46,2.77
666,0.55,Ideal,J,VS2,61.7,54.0,1260,5.34,5.29,3.28
667,0.54,Ideal,G,VVS2,62.1,56.0,2090,5.22,5.19,3.23
668,0.38,Ideal,D,VS1,62.0,55.0,1067,4.64,4.68,2.89
669,0.62,Ideal,G,VVS2,62.6,57.0,2507,5.42,5.47,3.41
670,0.7,Good,E,SI1,63.6,62.0,2407,5.6,5.57,3.55
671,0.41,Good,E,VVS1,64.1,55.0,1298,4.71,4.68,3.01
672,0.31,Ideal,I,IF,62.2,54.0,837,4.39,4.36,2.72
673,0.77,Premium,F,SI1,60.0,61.0,2745,5.97,5.93,3.57
674,0.5,Ideal,E,VS2,62.7,55.0,1451,5.08,5.12,3.2
675,2.02,Good,J,SI1,63.5,60.0,12798,7.93,7.98,5.05
676,0.51,Ideal,F,VS2,61.9,55.0,1591,5.11,5.15,3.18
677,0.73,Premium,F,SI2,59.5,62.0,2393,5.89,5.84,3.49
678,0.32,Ideal,F,VS2,61.5,55.0,660,4.4,4.44,2.72
679,0.34,Ideal,G,VS2,61.8,56.0,765,4.52,4.48,2.78
680,1.03,Premium,F,SI1,61.5,57.0,5087,6.53,6.44,3.99
681,1.51,Very Good,E,VS1,63.2,58.0,14904,7.24,7.16,4.55
682,0.59,Very Good,E,VS2,60.6,60.0,2094,5.44,5.49,3.31
683,0.71,Very Good,E,SI1,61.9,56.0,2455,5.68,5.72,3.53
684,0.74,Ideal,G,VVS1,61.9,54.0,3402,5.8,5.84,3.6
685,1.2,Ideal,D,VVS2,62.7,56.0,13165,6.78,6.81,4.26
686,0.53,Premium,I,VS1,62.3,58.0,1383,5.26,5.18,3.25
687,1.75,Very Good,G,VS2,62.6,58.0,16632,7.63,7.67,4.79
688,0.31,Premium,I,VS1,59.2,60.0,628,4.45,4.4,2.62
689,1.02,Ideal,D,VS1,62.7,55.0,7118,6.49,6.4,4.04
690,0.35,Premium,F,VS2,62.1,60.0,906,4.51,4.45,2.78
691,1.39,Very Good,H,VS2,59.5,61.0,8951,7.27,7.33,4.34
692,1.0,Very Good,D,SI2,60.8,63.0,3965,6.41,6.36,3.88
693,0.56,Ideal,E,VS1,61.9,57.0,2145,5.31,5.29,3.28
694,2.01,Very Good,I,SI1,61.8,62.0,13691,7.98,8.07,4.96
695,0.35,Ideal,E,VVS2,62.6,53.0,849,4.52,4.55,2.84
696,0.36,Good,F,VS1,63.9,54.0,905,4.52,4.5,2.88
697,0.24,Very Good,E,VS1,60.1,57.0,378,4.08,4.1,2.46
698,0.9,Fair,G,VS1,65.7,58.0,3806,6.02,5.97,3.94
699,0.9,Good,F,SI2,63.1,58.0,3519,6.11,6.13,3.86
700,0.33,Ideal,G,VVS1,61.8,55.0,1114,4.45,4.42,2.74
701,0.34,Ideal,G,VS2,61.9,55.0,765,4.53,4.49,2.79
702,0.38,Premium,D,VS2,61.5,62.0,1117,4.63,4.6,2.84
703,0.54,Ideal,E,SI1,61.3,56.0,1422,5.22,5.25,3.21
704,0.52,Ideal,E,VS1,61.8,55.0,1844,5.17,5.22,3.21
705,1.24,Good,E,SI1,63.5,55.0,7563,6.82,6.86,4.35
706,1.0,Very Good,I,SI1,63.3,54.0,3640,6.39,6.34,4.03
707,0.3,Very Good,H,VS1,60.4,61.0,526,4.3,4.34,2.61
